layer_id,16384,40960,4096,65536,8192
2,0.6907159213362069,0.6001488095238096,0.8419968011811023,0.581293061023622,0.7648714320866141
4,0.7973127693965517,0.7674107142857143,0.8934854822834646,0.7576740895669292,0.8280173474409449
6,0.7911671605603449,0.7257440476190476,0.8955923966535433,0.7456631397637795,0.8303857037401575
8,0.7244073275862069,0.6542224702380952,0.8700787401574803,0.6705985482283464,0.7927073080708661
10,0.6318864493534483,0.5595796130952381,0.8274944635826772,0.5448757381889764,0.7111989419291339
12,0.6746194773706896,0.612983630952381,0.8612973671259843,0.6080524114173228,0.7655173474409449
14,0.6793675915948276,0.6219308035714286,0.8397053395669292,0.64771468996063,0.758673720472441
16,0.6502390894396551,0.5982142857142857,0.8443805364173228,0.6122508612204725,0.7571204478346457
18,0.6814722521551724,0.6197916666666666,0.8536232775590551,0.6281373031496063,0.7523991141732284
20,0.6906990840517241,0.6398251488095238,0.8701094980314961,0.6797490157480315,0.7930302657480315
22,0.6327956627155172,0.5672433035714286,0.845949187992126,0.616941437007874,0.7548905019685039
24,0.6192416487068966,0.5491443452380952,0.8297705462598425,0.5747416338582677,0.7354515255905512
26,0.7343581627155172,0.6629278273809524,0.8811361958661418,0.6932517224409449,0.812623031496063
28,0.8276872306034483,0.7762462797619047,0.8995909202755905,0.7861712598425197,0.8504090797244095
30,0.7022662984913793,0.6286644345238095,0.8482098917322834,0.6182332677165354,0.7610113188976378
32,0.706122036637931,0.638095238095238,0.8688484251968503,0.6368571604330708,0.7776667076771654
34,0.7316136853448276,0.643954613095238,0.872554749015748,0.6599409448818898,0.8036571112204725
36,0.8821558459051724,0.8517299107142857,0.94654281496063,0.8624046505905512,0.9077263779527559
38,0.6974003232758621,0.6594308035714286,0.8628352608267716,0.6557424950787402,0.7657634104330708
40,0.6939486799568966,0.6527715773809524,0.867310531496063,0.6594026820866141,0.7733759842519685
42,0.8343716325431034,0.8045572916666667,0.9198757381889764,0.8266486220472441,0.88990218996063
