layer_id,16384,40960,4096,8192
2,0.3092840786637931,0.3998511904761905,0.15800319881889763,0.23512856791338582
4,0.2026872306034483,0.23258928571428572,0.10651451771653543,0.17198265255905512
6,0.20883283943965517,0.2742559523809524,0.1044076033464567,0.1696142962598425
8,0.2755926724137931,0.3457775297619048,0.12992125984251968,0.20729269192913385
10,0.3681135506465517,0.44042038690476193,0.17250553641732283,0.28880105807086615
12,0.32538052262931033,0.38701636904761905,0.13870263287401574,0.23448265255905512
14,0.32063240840517243,0.37806919642857145,0.16029466043307086,0.24132627952755906
16,0.3497609105603448,0.4017857142857143,0.15561946358267717,0.24287955216535434
18,0.31852774784482757,0.3802083333333333,0.14637672244094488,0.24760088582677164
20,0.30930091594827586,0.3601748511904762,0.12989050196850394,0.2069697342519685
22,0.36720433728448276,0.43275669642857145,0.15405081200787402,0.24510949803149606
24,0.3807583512931034,0.45085565476190476,0.1702294537401575,0.26454847440944884
26,0.26564183728448276,0.3370721726190476,0.11886380413385826,0.187376968503937
28,0.1723127693965517,0.22375372023809523,0.10040907972440945,0.14959092027559054
30,0.29773370150862066,0.37133556547619045,0.15179010826771652,0.2389886811023622
32,0.29387796336206895,0.3619047619047619,0.1311515748031496,0.22233329232283464
34,0.26838631465517243,0.3560453869047619,0.12744525098425197,0.19634288877952755
36,0.11784415409482758,0.14827008928571428,0.05345718503937008,0.0922736220472441
38,0.30259967672413796,0.3405691964285714,0.13716473917322836,0.23423658956692914
40,0.3060513200431034,0.3472284226190476,0.132689468503937,0.2266240157480315
42,0.16562836745689655,0.19544270833333333,0.08012426181102363,0.11009781003937008
